"PID","Status","Progress","Duration..in.seconds.","Finished","consent","intro","gender_.99_TEXT","race_8_TEXT","age","ideo_1","ideo_2","ideo_3","ideo_4","ideo_5","lebe_cont_1","describe","system","gov","econcult","history","trajectory","antidem_1","antidem_2","antidem_3","antidem_4","antidem_5","elect_exp","elect_change","elect_econ","elect_cult","antiest_1","antiest_2","antiest_3","antiest_4","trust_con","trust_gov","trust_jud","trust_sci","trust_pol","trust_news","vote_2024_12_TEXT","check_1","feedback","inparty","outparty","extra_text","gender","race_1","race_2","race_3","race_4","race_5","race_6","race_7","race_8","income","edu","party_gen","party_gen_5_TEXT","party_dem","party_rep","party_ind","vote_2024"
"FP221xz","0","100","369","1","1","4","","","41","2","4","3","2","3","20","I feel that this means not understanding what is going on currently in terms of culture and social change for the most part, and being stuck in your older ways. There probably is an economic component as well, where some people might feel that they are stuck in a job or area that is floundering while other career paths or areas prosper more. I'm in a stable nursing job and feel quite OK economically speaking, and feel only a bit left behind in terms of culture since I'm in my 40's and definitely don't really know what people in their 20's and below are into.","6","2","6","6","4","2","1","1","1","1","4","6","5","4","5","4","3","3","2","3","3","4","2","3","","Chipotle","I feel it is somewhat natural to be left behind culturally as one ages, and I accept it without much complaint. I realize this is partially due to myself, since if I really wanted to keep up with trends I probably could, but just don't feel like it is a good use of my time.","Democratic Party","Republican Party",", if any,","man","White","","","","","","","","$100,001-$120,000","4yearColl","Independent","","","","Closer to Democratic","Kamala Harris (Democratic Party)"
"XE987ty","0","100","710","1","1","4","","","42","1","6","6","1","6","75","I was born in a working class family. I was not given everything from birth. I've had to work for everything and I still struggle to make ends meet every day. I have no healthcare because I can't afford it. Prices increase daily it seems like and pay stays the same. My job isn't great but I've had worse. I almost had my student loans forgiven until a bunch of nepobabies took over. I'm trying to dig myself out of debt but with costs of everything going up so much it's not possible. Rich people are taking everything and screwing over the working class.","1","5","1","6","1","4","2","2","2","4","3","4","7","7","7","6","5","2","2","2","2","4","2","2","","Taco Bell","","Democratic Party","Republican Party","","man","White","","","","","","","","$20,001-$40,000","4yearColl","Independent","","","","Closer to Democratic","Kamala Harris (Democratic Party)"
"KW879mg","0","100","447","1","1","4","","","67","5","1","2","","1","26","Feeling left behind personally means I feel left out from family matters and certain financial situations. Its a feeling of being hopeless and distraught at the same time. I think everyone has their own definition. I always feel left behind when these matters arise however.","4","1","4","4","3","3","5","3","2","2","2","2","4","2","7","7","6","3","2","2","3","3","2","2","","Wendy's","","Republican Party","Democratic Party",", if any,","woman","","","","Asian","","","","","$40,001-$60,000","2yearColl","Republican","","","Not very strong","","Donald Trump (Republican Party)"
"WR468pv","0","100","1185","1","1","4","","","63","1","7","6","3","5","60","I feel that way partly because of my age (63). I feel that people don't look at us as relevant in today's society. And I also feel left behind and scared at what Trump may do with our Social Security. Life is so different with this man at the helm now. I feel doom and gloom every day watching the news.","2","5","1","6","1","7","1","2","2","2","7","7","7","7","7","7","6","5","2","2","3","4","2","3","","McDonalds","Life is very different these days if you live in the US. I never thought in my wildest dreams that our own President would send out the military against our own people. The only reason crime is down, and immigration numbers are down, is because everyone is scared to death of him and ICE! His stupid tariffs are costing us all more money, but he doesn't care. He honestly doesn't really care if he follows through on his promises or not. He is a bully, a fascist and a terrible person in general. From the time we are children to the time we teach our own children, we learn that it is wrong to lie, but we allow Trump to lie to us every single day. I feel sorriest for the journalists that try to ask him questions, just for him to tell them what pieces of shit he thinks they are and their organization. And God help us all if another round of Covid comes through because with that idiot RFK Jr at the helm, we are all going to die. Life sucks now. Glad I didn't vote for the moron.","Democratic Party","Republican Party","","woman","White","","","","","","","","$80,001-$100,000","GED","Democrat","","Strong","","","Kamala Harris (Democratic Party)"
"WN170fi","0","100","325","1","1","4","","","59","1","7","7","3","6","65","Being left behind for me means suffering under the extreme wealth inequality that most Americans have to deal with. It si increasingly hard for the majority of Americans to afford a home or go to college. And saving for retirement, with the uncertainties of Social Security, makes it fell like the American Dream has passed us by.","1","5","1","5","2","1","1","1","1","1","2","1","7","7","7","6","5","4","1","1","2","4","1","3","","Chipotle","","Democratic Party","Republican Party","","man","White","","","","","","","","$40,001-$60,000","2yearColl","Democrat","","Strong","","","Kamala Harris (Democratic Party)"
"KD013fo","0","100","488","1","1","4","","","55","2","6","7","1","6","12","I fell it means that as we are growing up we become aware of some expectations life has to offer and what we believe we will achieve and who we will be with. Be left behind is the feeling that we have not accomplished or been able to live the imagined lifestyle we thought was going to be a natural outcome of our life choices. ","7","2","2","2","2","2","2","2","1","2","6","3","5","7","7","3","3","6","3","3","2","4","3","3","","Carl's Jr.","I do not.","Democratic Party","Republican Party",", if any,","man","White","","","","","","","","$20,001-$40,000","GED","Democrat","","Strong","","","Kamala Harris (Democratic Party)"
"TA375id","0","100","659","1","1","4","","","49","1","7","7","1","7","10","Feeling left behind is like being forgotten or falling beneath the cracks, neglected etc.  I dont feel that very often.","1","4","5","3","4","1","1","2","2","1","5","5","5","7","6","5","7","2","2","2","3","4","3","3","","Chipotle ","","Democratic Party","Republican Party",", if any,","man","","Hispanic, Latino, or Spanish origin","Black or African American","","","","","","$80,001-$100,000","GED","Democrat","","Strong","","","Kamala Harris (Democratic Party)"
"EE414ia","0","100","486","1","1","4","","","94","7","3","1","3","2","20","I am 94 years old and sometimes feel left behind because people feel I won't be around much longer, so my opinions are mostly worthless.They think I am out of step with the times and my values are not modern nor useful.","7","1","5","4","2","3","2","2","2","4","5","4","3","1","3","2","2","5","3","2","3","3","2","3","","Taco Bell","'==","Republican Party","Democratic Party",", if any,","woman","White","","","","","","","","$40,001-$60,000","4yearColl","Republican","","","Not very strong","","Donald Trump (Republican Party)"
"GP061si","0","100","500","1","1","4","","","60","1","7","5","4","4","61","To me, being left behind means falling thru the cracks.  In many ways, although I have many benefits of being a white male, I was left behind.  My mom was a single mom, drug user, uneducated.  She had siblings living nearby, but they were not any more responsible than her.  My sister and I grew up bouncing around foster homes, auntie's homes, and when she was not in jail, lived with mom.  No one ever really paid attention to how we were doing in school or if we were eating, where we were sleeping for the night, etc.  The system passed out punishment when we shoplifted, but did nothing to nurture good habits or reward good behavior.","4","3","4","1","1","2","2","2","3","2","1","7","5","7","6","6","5","4","3","2","3","3","2","3","","Rubio's Fish Tacos","none","Democratic Party","Republican Party","","man","White","","","","","","","","$120,001-$140,000","4yearColl","Democrat","","Not very strong","","","Kamala Harris (Democratic Party)"
"CA003hz","0","100","401","1","1","4","","","51","7","3","3","2","1","20","The idea of being left behind, in my case, refers to the fact that this is the sense I have when I look at those around me and realize that they are getting ahead, making achievements, or having an opportunity that I have not attained. I occasionally experience this in my life when I look at my peers in life who are progressing in their professions, becoming financially stable, or achieving other personal objectives such as owning a house or doing extensive traveling as I strive to meet the same targets. It may also be emotional such as falling behind socially or in the skills of others in my network. I tend to relate this feeling to the comparisons with other people, observation of the expectations of the whole society or some additional hindrances that hamper my own development.","4","2","2","4","3","1","1","1","2","1","5","2","5","2","1","4","5","5","3","4","3","2","2","2","","veggie grill","no","Republican Party","Democratic Party",", if any,","woman","White","","","","","","","","$80,001-$100,000","PHD","Republican","","","Strong","","Donald Trump (Republican Party)"
"FZ397qe","0","100","1023","1","1","4","","","19","6","6","5","6","6","15","To me, “feeling left behind” means being excluded, overlooked, or unable to keep up with others in important areas of life. I sometimes feel left behind when I see peers advancing faster in their careers, achieving milestones like owning homes, or building stable financial security while I’m still working through challenges. Technology can also make me feel left behind, because it evolves so quickly that I don’t always adapt as fast as others. Socially, I sometimes feel left behind when friends move away, start families, or change lifestyles, leaving me feeling disconnected. These feelings usually come from comparing my progress to others and recognizing gaps in resources, opportunities, or support. It’s not constant, but at times it does make me question whether I’m truly keeping pace with where I want to be.","2","3","1","6","1","1","1","1","1","1","5","3","2","6","7","7","6","3","4","4","4","3","2","3","","KFC","NO","Republican Party","Democratic Party",", if any,","man","","","Black or African American","","","","","","$20,001-$40,000","4yearColl","Republican","","","Strong","","Donald Trump (Republican Party)"
"NU471vz","0","100","345","1","1","4","","","52","3","2","1","5","1","0","left behind means that you somehow didn't succeed in what you set out to accomplish for yourself. I came to US as a teenager, graduated from college, am very successful in my career choice and generally am very happy with what i managed to accomplish in life. The only thing i regret is not getting an accent coach when i was younger because while i'm extremely fluent in English i do have an accent that can and does color some people's perception of me. ","7","1","7","6","6","1","1","1","1","6","5","5","1","3","2","6","2","2","2","2","3","3","2","1","","I don't eat fast food, so none","","Republican Party","Democratic Party",", if any,","woman","White","","","","","","","","Over $200,000","4yearColl","Independent","","","","Closer to Republican","Donald Trump (Republican Party)"
"BS535hb","0","100","19","1","1","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IS906ba","0","100","251","1","1","4","","","49","7","2","1","5","1","27","There are some things that I always wanted out of life that I'm probably not going to get. Things that seem really easy for other people. However, I'm still happy and things could be a lot worse.","7","1","6","2","5","2","2","2","2","2","4","5","2","1","3","4","4","5","3","3","4","3","2","2","","Torchys Tacos","","Republican Party","Democratic Party",", if any,","woman","White","","","","","","","","$40,001-$60,000","4yearColl","Republican","","","Strong","","Donald Trump (Republican Party)"
"SQ964dp","0","100","407","1","1","4","","","42","4","4","2","3","5","31","To me, I understand it as being left behind in terms of career progression, personal relationships like family, financial stability and social trends.","6","2","3","4","6","1","1","1","1","1","4","7","6","5","2","2","2","6","3","3","4","4","3","3","","McDonalds","","Republican Party","Democratic Party",", if any,","woman","White","","","","","","","","$100,001-$120,000","4yearColl","Republican","","","Not very strong","","Donald Trump (Republican Party)"
"HU026cu","0","100","383","1","1","4","","","51","6","2","1","2","3","12","My kids are growing up and not needing me anymore.  It makes me feel left behind in that I have to find a new way to spend my time and a knew purpose in life.  I feel like who I was is no longer true.","7","1","6","7","3","1","1","1","1","1","5","5","3","3","5","5","5","4","2","2","3","3","2","3","","Chickfila","no comments","Republican Party","Democratic Party",", if any,","woman","White","","","","","","","","$100,001-$120,000","4yearColl","Republican","","","Not very strong","","Donald Trump (Republican Party)"
"QK970xr","0","100","1084","1","1","4","","","37","6","1","1","5","1","100","I feel left behind because through all the various society trends that have happened in my life, I was never one of the ones that people accepted. I couldn't wait to grow up and be an adult so it wouldn't matter and I could just hide in my little corner, but by then my health is so bad I can't even do that. I am a caucasian appearing, white, straight, Christian. I vaguely remember the first time my personality was ascribed to as being ""nerdy"" when really I was obsessive. I've been seen as cool at times, but even that is fake. Honestly what is left behind most in me is what I identify with most which is objective truth. Times and seasons come and go but the truth of the moment is always the truth, and I find since I cling to it, I am always in some way shape or form left behind. I am in a current situation where out of no where my anxiety got so bad that I can't really do anything. I can't see a doctor to find out what it is. I need a doctors analysis before I can get ""disability"". Without income, I can't try to attempt to heal myself. So, every door is closed. Every single one. I can't even talk to anyone on the phone. One person tried to talk to me, but she was married, from another continent, and ultimately her mind could not even cope with the suffering I was experiencing so she ascribed ill-intent rather than understanding the objective truth of the matter. So, now I am without no one, no money, no one understands. I am completely, objectively, left behind. No one is more left behind than me, maybe other than a dead person. It sounds so far fetched what I am saying that most would think it's a lie. Even I think it's a lie, just because the truth is so painful. Because everyone is so busy wearing victimhood as a fashion statement to get attention, real victims are unseen, uncared about, etc. The world is exhausted with caring. And that's fine. I just desire the truth to be known, regardless. It's not me that's left behind really, it's the truth, and I think I have diagnosed the culprit of my illness in that. The body keeps score, they say, and I cannot visualize/imagine myself being healthy in a world that feels like an atmosphere of lies. It is like an invisible toxic wasteland that only reflections of lies and evil can coexist with. So maybe I am not sick at all, maybe reality is sick and I am like a fish in poisoned water trying to figure out why I am not well. I'm utterly left behind as a truth lover in a society where lies are God.","1","3","4","4","1","7","4","5","1","4","1","1","1","1","4","7","7","1","1","1","1","1","1","1","","Chick-fil-a","","Republican Party","Democratic Party","","man","White","","","","","Middle Eastern or North African","","","$40,001-$60,000","GED","Republican","","","Strong","","I did not vote"
"GK945xg","0","100","299","1","1","4","","","46","4","5","4","5","5","80","I have been left behind because of financial instability. Even as a person who did not finish college, I should have more opportunities than I do. Being left behind, to me, means that I am not offered the opportunities that others in my peer group have been.","3","3","2","4","3","1","2","4","3","2","4","5","5","5","7","6","6","2","2","2","2","3","2","2","","Raising Cane's","","Democratic Party","Republican Party","","woman","","","","","","","","","$20,001-$40,000","GED","Independent","","","","Closer to Democratic","Jill Stein (Green Party)"
"GP371uf","0","100","397","1","1","4","","","37","4","5","1","5","4","35","Both due to choices I have made, such as being a stay at home parent, or choices out of my control, like suffering from chronic health conditions, I at times feel further behind because my life looks different than my peers. However, I am comparing situations often without having all of the details. As a society we elevate certain lifestyles over others, but the reality is most of us are trying our best and doing what we have to. Does my life look like I imagined it would at 37. It doesn't but that does not mean I have been left behind. I just means my life is different. ","3","3","4","7","4","","","","","","4","4","1","5","7","7","5","3","2","2","2","3","1","1","","Chick fil a","","Non-Partisan","Non-Partisan",", if any,","woman","White","","","","","","","","$60,001-$80,000","4yearColl","Independent","","","","Neither","Donald Trump (Republican Party)"
"VG516jp","0","100","321","1","1","4","","","49","1","6","6","2","7","90","because current policies and politics are being enacted that would do great harm to someone such as myself. The programs which would help me are being dismantled or are more difficult to get onto now","1","4","1","3","1","2","2","3","2","2","6","5","7","7","7","6","6","2","1","2","1","4","2","3","","Sonic","","Democratic Party","Republican Party","","man","White","Hispanic, Latino, or Spanish origin","","","","","","","$20,001-$40,000","GED","Democrat","","Strong","","","Kamala Harris (Democratic Party)"
"UH830fx","0","100","1358","1","1","4","","","43","6","2","6","4","3","20","I would say having that feeling that other people are moving ahead in life in terms of career, relationships, or growth, while personally I feel somehow stuck or moving slower. At a personal level, I view it where my peers have achieved milestones such as buying a house, travelling, among other things in life. Feeling left behind always comes as a result of comparison with friends. At that moment I feel my growth, healing or journey is always lagging behind..","2","2","2","5","5","1","2","4","1","4","5","2","6","2","5","4","4","5","2","2","3","3","2","2","","Taco Bell","None","Republican Party","Democratic Party",", if any,","man","","","Black or African American","","","","","","$40,001-$60,000","GED","Republican","","","Not very strong","","Donald Trump (Republican Party)"
"LA963yf","0","100","301","1","1","","","","61","5","3","1","4","2","28","Being set back because of something beyond your control like race, gender or even age.I feel a little left back when looking for a job as a 61 yr old man","2","2","3","2","3","2","2","2","2","2","2","5","3","5","5","6","6","2","2","2","4","4","2","2","","arby's","","Republican Party","Democratic Party",", if any,","man","White","","","","","","","","$40,001-$60,000","GED","Independent","","","","Closer to Republican","Cornel West (Independent)"
"AI993kq","0","100","539","1","1","4","","","54","1","6","","","","60","I am 54 and I was recently diagnosed auhd. I feel that had i had a diagnosis long ago my outcome would have been better or I would have had more support. ","2","4","4","2","2","4","4","4","6","1","4","1","7","7","7","7","6","1","2","1","1","4","1","2","","wendys","","Democratic Party","Republican Party","","woman","","Hispanic, Latino, or Spanish origin","","","","","","","$20,001-$40,000","MA","Democrat","","Not very strong","","","Kamala Harris (Democratic Party)"
"CH472sk","0","100","423","1","1","4","","","39","5","2","1","1","2","19","Struggling financially and living in poverty.  Drowning in debts and not being able to pay them and not making enough money to live comfortably ","6","2","3","3","4","1","1","4","1","1","4","4","1","2","5","5","5","4","3","3","3","3","2","1","","None","","Republican Party","Democratic Party",", if any,","man","","Hispanic, Latino, or Spanish origin","","","","","","","$100,001-$120,000","4yearColl","Republican","","","Not very strong","","Donald Trump (Republican Party)"
"KC770vj","0","100","400","1","1","4","","","44","1","1","","","","80","I feel left behind in the sense that other in life have it easier to make more money and move up the corporate ladder due to their race of being Caucasian. Other minorities are being held back due to systemic racism in America and it seem's to be getting worse by the day.","1","3","4","1","1","1","1","1","1","1","7","7","7","7","7","7","7","7","1","1","1","3","2","1","","In and Out Burger","","Democratic Party","Republican Party","","man","","","Black or African American","","","","","","$20,001-$40,000","2yearColl","Democrat","","Not very strong","","","Kamala Harris (Democratic Party)"
"GV585me","0","100","273","1","1","4","","","43","4","4","4","4","4","28","It means, have you been able to achieve what people of your age or education status have achieved in their lives","4","3","4","4","4","1","1","7","1","1","4","4","4","4","7","4","1","5","3","3","4","3","2","4","","macDonalds","no","Democratic Party","Republican Party",", if any,","man","","","Black or African American","","","","","","$140,001-$160,000","MA","Independent","","","","Closer to Democratic","Kamala Harris (Democratic Party)"
"PG330pq","0","100","595","1","1","4","","","46","5","1","2","7","2","51","So feeling left behind for me. It's pretty hard sometimes being stuck in a low end job where I'm basically scraping by to me. It means watching everyone else move ahead friends from school buying houses traveling or getting promotions while I'm still in the same right barely making rent. I feel left behind because it seems like I missed some boat you know maybe it's not having gone to college or not taking risk when I was younger and now the gap is just growing the paycheck barely covers bills and seeing others post about their fancy vacations or new cars on social media stings it's like they're living a life. I can't even dream of reaching plus the job itself doesn't offer much chance to move up so I'm stuck watching time pass while others build something better.","2","3","1","4","2","4","2","3","2","2","2","2","3","3","6","6","6","2","2","2","3","3","2","1","","in n out","","Republican Party","Democratic Party","","man","White","","","","","","","","$20,001-$40,000","GED","Independent","","","","Closer to Republican","I did not vote"
"PM697ft","0","100","276","1","1","4","","","44","1","1","1","1","1","90","As a professional writer I was making $250 an hour. Then AI happened and it ruined my career. America doesn't care. I was just a cog in the machine and I've been replaced.","1","3","1","6","1","","","","","","4","1","7","7","7","7","7","1","1","1","2","3","1","1","","Wendy's","","Non-Partisan","Non-Partisan","","man","White","","","","","","","","$0-$20,000","GED","No preference","","","","Neither","I did not vote"
"OC829jn","0","100","211","1","1","4","","","36","1","6","7","6","6","44","Left behind could mean that the people around you such as friends, family members and neighbors are progressing in life further than you. ","4","4","3","3","2","2","3","2","5","3","6","6","7","7","7","7","5","3","2","2","3","3","2","2","","subway","","Democratic Party","Republican Party",", if any,","woman","White","","","","","","","","$120,001-$140,000","MA","Democrat","","Strong","","","Kamala Harris (Democratic Party)"
"YD003an","0","100","762","1","1","4","","","36","4","4","4","","","14","I feel left behind in the sense that I do not communicate with anyone from grade-school while most of the other friends in the groups I was a part of have strong relationships with one another. I also feel left behind because people my age have kids that are much older than mine and they seem more financially stable. ","6","1","4","3","4","1","2","2","2","2","4","5","3","4","5","3","5","5","3","3","3","3","3","3","","In n Out","n/a","Republican Party","Democratic Party",", if any,","woman","","Hispanic, Latino, or Spanish origin","","Asian","","","","","$60,001-$80,000","4yearColl","Republican","","","Not very strong","","Donald Trump (Republican Party)"
"GN635zf","0","100","546","1","1","4","","","47","5","5","3","5","3","76","for me the above phrase means that whatever i want in life i cannot achieve because of some factors . this factors might be avoidable or unavoidable. this may be in factors such as career, marriage or relationship where my peers are advancing while am still stuck at a certain level, where i might be struggling or even no change at all.","5","4","5","5","3","6","5","3","6","4","3","6","6","3","5","3","3","5","3","4","4","4","3","3","","chicken","the study was good","Republican Party","Democratic Party","","woman","White","","","","","","","","$140,001-$160,000","4yearColl","Republican","","","Not very strong","","Donald Trump (Republican Party)"
"ZZ991ci","0","100","837","1","1","4","","","42","1","6","7","","7","20","Being ignored by people in power, who have the ability to help people that deserve a hand.  A lot of people are struggling these days because they have been left behind at the expense of the richest people in society","1","5","2","2","2","1","1","1","1","1","6","2","6","7","7","6","5","2","2","2","3","4","1","2","","Shake Shack","","Democratic Party","Republican Party",", if any,","man","","Hispanic, Latino, or Spanish origin","","Asian","","","","","$160,001-$180,000","MA","Democrat","","Strong","","","Kamala Harris (Democratic Party)"
"EL670hv","0","100","287","1","1","4","","","39","5","3","2","5","1","25","I feel like being left behind in this case means the government doesn't care about you and not helping you in any way through policy. This makes you feel like you are getting further behind in life.","2","4","2","2","3","4","1","1","1","1","2","5","2","3","5","6","6","5","2","2","3","4","2","2","","Raising Canes","","Republican Party","Democratic Party",", if any,","man","White","","","","","","","","$80,001-$100,000","4yearColl","Independent","","","","Closer to Republican","I did not vote"
"WU227xd","0","100","623","1","1","4","","","46","7","1","1","1","6","0","Feeling left behind means seeing others progress while feeling you are stuck, often due to comparism and external pressure. It can be discouraging but also motivating if the energy is chanelled possitively","7","5","6","7","5","5","1","4","7","6","6","7","7","1","7","6","7","7","4","3","3","4","3","4","","McDonald's","","Republican Party","Democratic Party",", if any,","woman","","","Black or African American","","","","","","$160,001-$180,000","MA","Republican","","","Strong","","Donald Trump (Republican Party)"
"CK578la","0","100","1914","1","1","4","","","47","","6","6","4","","21","There is so many ways you might feel left behind, like career progression, you might feel left behind if your peers are achieving promotions, higher salaries,or more prestigious role while you feel stagnant in your own career. You might also feel left behind if friends are getting married and starting a family.","4","2","6","4","4","3","4","3","3","3","5","5","5","6","5","3","3","5","3","3","3","3","3","3","","kfc","","Democratic Party","Republican Party",", if any,","man","","","Black or African American","","","","","","$120,001-$140,000","MA","Democrat","","Not very strong","","","Kamala Harris (Democratic Party)"
"IW155dx","0","100","728","1","1","4","","","33","1","7","5","5","6","70","To me it means being able to accomplish things in life. I feel like the generation I'm in keeps experiencing traumatic events and are somewhat behind in life.","2","4","2","5","1","1","1","1","1","1","6","3","7","7","6","5","4","4","2","2","3","4","2","3","","Taco Bell","None","Democratic Party","Republican Party","","woman","White","","","","","","","","$60,001-$80,000","GED","Independent","","","","Closer to Democratic","Kamala Harris (Democratic Party)"
"EU401qj","0","100","780","1","1","4","","","65","5","3","1","6","3","61","I made some bad choices early in my life-17 to be exact, that left a profound effect on the rest of my life. I was a very intelligent, involved student throughout school. However, due to family financial issues and my choices, life took a much different direction than what I had envisioned when I was younger. 

My mother committed suicide when I was just 13 and that was a major turning point for me. Between that and my choice to have sex at 17 which resulted in me getting pregnant, my dream of going in the navy and later studying oceanography vanished. It was 1977, RvW was a big thing then. My dad wanted me to have the abortion, my stepmom wanted me to have the baby and keep it. Nobody asked what I wanted, so I decided. I had the baby and put him up for adoption. 

So, I was left behind. I was not able to pursue my career choice, I had to settle and make the best of it. ","7","1","4","1","3","","","","","","3","4","1","4","5","7","6","2","2","2","2","2","2","2","","Pizza Hut","","Non-Partisan","Non-Partisan","","woman","White","","","","","","","","$20,001-$40,000","2yearColl","Independent","","","","Neither","I did not vote"
"AM783tw","0","100","605","1","1","4","","","40","7","7","1","7","1","90","I am not merely speaking for myself, but what most Americans face - stagnant wages, rising costs, economic uncertainty, a government that works to line the pockets of capitalists and oligarchs and to crush its opponents  ","1","5","1","4","1","","","","","","4","1","7","7","7","7","7","1","1","1","1","4","1","1","","Panera","","Non-Partisan","Non-Partisan","","man","","Hispanic, Latino, or Spanish origin","","","","","","","$80,001-$100,000","MA","Other party","Democratic socialist","","","Neither","Kamala Harris (Democratic Party)"
"MA816im","0","100","971","1","1","4","","","39","6","2","5","2","3","17","Feeling left behind to me would mean my family not including me when it comes to certain events. I want to be involved with all decisions and be included. ","2","1","2","2","2","4","1","1","2","7","7","4","6","2","3","3","3","3","3","3","3","3","3","3","","Canes","","Republican Party","Democratic Party",", if any,","woman","White","","","","","","","","$80,001-$100,000","2yearColl","Republican","","","Strong","","Donald Trump (Republican Party)"
"GB721ld","0","100","605","1","1","4","","","57","7","1","1","1","1","0","I think feeling left behind would mean that I feel disconnected from other people and the world around me overall.  I would feel isolated and alone if I felt left behind in my life.  If I feel left behind in my life, I would feel like I have no one to turn to in times of need.  ","7","1","7","7","4","1","4","1","4","1","4","7","1","1","1","4","1","4","3","3","4","4","3","3","","Panda Express","No comments.","Republican Party","Democratic Party",", if any,","woman","White","","","","","","","","$40,001-$60,000","GED","Republican","","","Strong","","Donald Trump (Republican Party)"
"FZ705zg","0","100","417","1","1","4","","","49","3","1","","","","94","Mainly it is about not being able to afford the things I used to or should be able to since I have a job. It's financially being left behind by inflation.","1","4","1","6","1","","","","","","4","6","6","2","6","7","7","1","1","1","1","2","1","1","","Burger King","","Non-Partisan","Non-Partisan","","man","White","","","","","","","","Prefer not to answer","GED","Independent","","","","Neither","I did not vote"
"YF301sz","0","100","510","1","1","4","","","51","4","6","3","","3","10","For me, feeling left behind means watching others and my peers move forward in their careers or personal lives while I feel stuck in the same place. But I now recognize that I am just being too critical of myself and learned to focus on my own progress.  ","2","1","3","3","4","2","2","2","3","1","4","4","6","5","5","5","4","3","2","1","2","3","2","2","","popeye's","","Democratic Party","Republican Party",", if any,","man","","","","Asian","","","","","Over $200,000","4yearColl","Democrat","","Not very strong","","","Kamala Harris (Democratic Party)"
"KK724gt","0","100","975","1","1","4","","","38","6","3","5","5","5","0","feeling left behind means seeing others reach a milestone in life while i feel stuck in the same place or slower in comparism ","6","3","6","6","5","6","5","5","7","6","7","7","1","1","7","6","7","7","3","3","1","3","1","2","","Chick-fil-A","no comments ","Republican Party","Democratic Party",", if any,","man","","","Black or African American","","","","","","$120,001-$140,000","PHD","Republican","","","Strong","","Donald Trump (Republican Party)"
"BA221pq","0","100","1974","1","1","4","","","68","5","2","2","2","3","3","Due to my African-American race and living in the USA the phrase ""left behind"" generally makes me think of the mental, physical and financial constraints that slavery gifted my people with. I personally have lived my life refusing to be a continued slave. Using the excuse of being held down or ""left behind""  by harboring the attitude that society owes me. Is making your own pity party.  That without a societal apology for our enslavement or financial blessing I can't achieve. Yes it would be nice to have reparations for the cruelty my race suffered. I feel one must make a choice to not be or feel ""left behind"". I made that choice and have never looked back. I educated myself and made a good life for myself. I overcame many obstacles but I pushed through. Left Behind will never be me or my children's life status.
","4","3","4","4","2","1","2","3","3","3","1","4","4","4","7","5","4","4","3","3","3","3","3","3","","Panda Express","☮️","Republican Party","Democratic Party",", if any,","woman","","","Black or African American","","","","","","$80,001-$100,000","4yearColl","Independent","","","","Closer to Republican","Donald Trump (Republican Party)"
"BN140jn","0","100","540","1","1","4","","","48","2","5","4","4","4","31","I sometimes feel left behind financially, because despite working hard, I struggle to build savings, pay off debt, or afford major life milestones.  Others around me are advancing - earning more, investing, or reaching financial goals - while I feel stuck just trying to stay afloat.  It's frustrating and discouraging to compare myself to peers who appear financially secure, especially when I've faced setbacks.  I sometimes feel ashamed, anxious about the future, and uncertain of whether I'll ever catch up.","2","2","1","6","2","1","1","3","1","1","4","6","6","7","6","7","6","1","1","1","2","3","1","2","","McDonalds","","Democratic Party","Republican Party",", if any,","woman","White","","","","","","","","$160,001-$180,000","PHD","Independent","","","","Closer to Democratic","Kamala Harris (Democratic Party)"
"HT726ky","0","100","941","1","1","4","","","35","1","6","6","3","6","20","I'd say rising costs, rapid change, and weak safety nets make it hard to keep pace despite effort.    ","2","3","3","6","4","2","4","5","3","4","5","5","7","7","5","5","4","2","2","2","3","3","2","3","","McDonald’s","","Democratic Party","Republican Party",", if any,","woman","","","Black or African American","","","","","","$40,001-$60,000","MA","Democrat","","Not very strong","","","Kamala Harris (Democratic Party)"
"TL153cy","0","100","1816","1","1","4","","","22","1","7","7","1","7","58","I feel t could mean many things. I could mean that your are far behind your peers in terms of success, like buying a house or getting married. Or for a child that could mean being behind academically ","4","3","5","6","5","1","1","2","2","2","3","4","6","7","6","6","5","3","2","2","3","4","2","2","","Wendys ","","Democratic Party","Republican Party","","woman","","","Black or African American","","","","","","$20,001-$40,000","GED","Democrat","","Strong","","","Kamala Harris (Democratic Party)"
"GD488jz","0","100","575","1","1","4","","","54","4","4","3","4","3","50","The main way I feel left behind is based on age.  I have extensive administrative experience but because of my age, it is difficult to find work in a corporate setting. Companies are more geared to hiring young people without experience who are willing to work for little pay so that they do have the cost associated with high quality experience. This has led me to do other work outside of the corporate structure.","2","3","4","6","2","","","","","","4","5","4","4","6","6","4","2","1","1","3","1","1","1","","Chick FIL A","","Non-Partisan","Non-Partisan","","woman","White","","","","","","","","Prefer not to answer","2yearColl","No preference","","","","Neither","I did not vote"
