"PID","Status","Progress","Duration..in.seconds.","Finished","consent","intro","lebe_cont_1","describe","elect_exp","elect_change","elect_econ","elect_cult","ideo_1","ideo_2","ideo_3","ideo_4","ideo_5","gender_.99_TEXT","race_8_TEXT","age","check_1","feedback","gender","race_1","race_2","race_3","race_4","race_5","race_6","race_7","race_8","income","edu","party_gen","party_gen_5_TEXT","party_dem","party_rep","party_ind"
"GO178oz","0","100","263","1","1","4","22","I don't feel I am left alone at all I don't know why some may feel the other way. Maybe because I have a okay life and I try every day to do something better","4","4","6","5","4","4","4","4","4","","","37","Red","","man","White","","","","","","","","Over $200,000","MA","Independent","","","","Neither"
"CS553ax","0","100","271","1","1","4","20","i have cancer and everyone i worked with has either been promoted or found new roles. it sucks. i know how it feels to be left behind.","4","6","6","7","7","1","1","1","1","","","45","black","","man","White","","","","","","","","$60,001-$80,000","4yearColl","Republican","","","Strong",""
"JX559va","0","100","1545","1","1","4","35","I do not feel greatly left behind but I do occasionally feel that there are areas in which I am lagging in comparison with other people. There are some aspects where i feel left behind although i am a working public health worker. Although my work makes a difference and I am serving the community at times i realize that there is no room to grow or to gain recognition in my career as opposed to other careers. I believe i am also somewhat socially/ financially disadvantaged in comparison to those who, perhaps, are more flexible, earn higher wages or have other opportunities available to them.","6","6","6","6","6","1","4","1","2","","","37","14285733","","woman","White","","","","","","","","$120,001-$140,000","4yearColl","Republican","","","Strong",""
"OM532oq","0","100","222","1","1","4","20","The income difference is too large within companies. CEO's and some others get too much money compared to all others.","3","6","2","3","2","4","3","4","5","","mixed","35","white","","woman","","","","","","","","Other (please specify)","$80,001-$100,000","MA","Independent","","","","Closer to Democratic"
"AQ686ko","0","100","528","1","1","4","0","I sometimes feel left behind in terms of financial stability and career progress compared to peers. While I’ve made some progress, it can feel like opportunities are moving faster than I can keep up with. Access to resources, networking, and guidance in certain areas also feels limited, which makes it harder to advance as quickly as others.","3","3","4","2","2","5","3","3","5","","","41","blue","Engaging","man","White","","","","","","","","$80,001-$100,000","4yearColl","Republican","","","Not very strong",""
"DM781dn","0","100","228","1","1","4","28","I feel a little bit left behind because my salary is below what I would like. I am a public school teacher and I need to supplement my income as a teacher in order to afford to pay my bills.","3","5","2","1","1","7","7","5","7","","","44","blue","I consider myself a fairly liberal Democrat.","woman","White","","","","","","","","$60,001-$80,000","4yearColl","Democrat","","Not very strong","",""
"TI202hb","0","100","1056","1","1","4","0","I don't feel left behind in life at all, i think i am on par with what i should be and how i s hould live","6","5","5","6","5","4","4","4","5","","","74","blue","","woman","White","","","","","","","","Over $200,000","PHD","Republican","","","Not very strong",""
"BP436pl","0","100","637","1","1","4","0","despite all that is going on, i do not feel left behind, because with the current times, and everything being on social media, it is easy to adjust to cuurent times","6","5","6","7","6","1","1","1","1","","","28","blue","N/A","man","White","","","","","","","","$80,001-$100,000","MA","Republican","","","Strong",""
"LV604te","0","100","381","1","1","","34","Being at my age and yet to have much to show for it; being middle-aged ..Not very much financial security.","3","3","4","3","4","5","5","5","6","","","52","purple","","woman","White","","Black or African American","","","","","","$60,001-$80,000","GED","Independent","","","","Closer to Democratic"
"TA578wl","0","100","312","1","1","4","0","I have never felt left behind; however, I'm starting to feel that way because of my age. I feel sometimes like I don't get the respect I deserve as a person who still has thoughts and feelings and can still work and perform quite well. Sometimes I feel as though they don't see me as a contributing member of society.","3","6","5","7","6","1","1","4","1","","","68","blue","","woman","White","","","","","","","","$60,001-$80,000","2yearColl","Republican","","","Strong",""
"XJ292no","0","100","201","1","1","4","60","My dad was an immigrant from El Salvador in the 1970s and he went my mother who was an American citizen here already. They did not know much about economical background or even know what the American dream was in a sense of owning a home and building a equity and anything. Even though they are retired now they are living a simple life and I am learning into my 30s the real value of a dollar. I feel like I was left behind because I wasn't implemented the true value of money and what something really costs. I am slowly building my 401(k) and any type of investments now that I am 38 but I feel like I am 20 years behind on this.

The factors that come to play is me not specifically blaming my parents for this. I do understand they came here for a better life and I think they are better off than their family that they left home was but what that means is I need to pick up the pace because I am left behind financially.","2","5","5","4","5","5","3","5","3","","","38","Black","Thank you for the opportunity to take your study.","man","","Hispanic, Latino, or Spanish origin","","","","","","","$140,001-$160,000","GED","Democrat","","Not very strong","",""
"IU374bt","0","100","564","1","1","4","75","I have been feeling that way as far as our economy especially, and as far as the insurance companies as well. We went through three hurricanes and a tornado in the past year, and the sense of getting swept behind or to the side is beyond palpable. Many in my little communities lost their homes, we did not but the expenses we have had to endure just to get back to our previous quality of life is so discouraging. We have been through a ton with FEMA and insurance companies, filling out tons of papaerwork, and then being turned down , or on the other hand , being told we had to tear down our home even though we had negligible damage. This is a little vignette for how we feel in general about the tone deaf Congress and the lower classes. My husband always says we live between the cracks. Make too much for assistance, too little to get by comfortably. We are one of millions.","3","4","5","4","5","1","2","","4","","","67","blue","","woman","White","","","","","","","","$40,001-$60,000","4yearColl","Independent","","","","Closer to Republican"
"BH296yr","0","100","322","1","1","4","0","I do not feel left behind as  i experience a strong sense of congruence with my environment, personal progress and the current social and technological landscape.  ","7","7","4","1","4","7","7","7","7","","","62","Blue ","None ","man","","","Black or African American","","","","","","$140,001-$160,000","MA","Democrat","","Strong","",""
"VC313je","0","100","1273","1","1","4","40","I feel as though the building wealth curve is exponential and takes time. I feel a little left behind as I am starting later than some","3","3","4","4","5","1","1","5","","","","29","Red","","man","White","","","","","","","","$80,001-$100,000","4yearColl","Independent","","","","Closer to Republican"
"RL168qq","0","100","460","1","1","4","0","I personally don't feel left behind at all, but I might imagine others with those feelings, might feel that they have not been able to secure the things in life that they feel would be fulfilling for them. Things such as job stability, the ability to earn a comfortable wage, and to have a home.","4","5","3","3","4","4","4","","3","","","62","Purple","none","woman","White","","","","","","","","$140,001-$160,000","2yearColl","Independent","","","","Closer to Democratic"
"HN250md","0","100","591","1","1","4","81","I sometimes feel 'left behind"" when life moves faster than i can keep up with especially with technology, social changes or milestones my peers are reaching. For example, seeing others achieve big carrier goals, start families or buy homes can be make me like i am on a slower track, if my path is simply different..","4","6","3","3","2","3","2","5","3","","","35","green","","man","","","Black or African American","","","","","","$40,001-$60,000","4yearColl","Democrat","","Strong","",""
"UB500zt","0","100","415","1","1","4","21","I feel a little left behind when I see others doing better in money and jobs. Life feels harder with high costs, even if I try my best.","4","5","6","6","7","3","2","5","2","","","25","Blue","Thank you for letting me participate in this study.","man","White","","","Asian","","","","","$0-$20,000","4yearColl","Republican","","","Strong",""
"NP275fq","0","100","275","1","1","4","76","Most people my age in my circle are homeowners. I am still renting. They are even talking about retiring. I can't even begin to think about retiring. We have one car that me and my husband share. Most of my friends have a two car household. I have a retirement fund but its not nearly enough. ","5","5","5","2","1","5","4","2","4","","","56","pink","","woman","","","Black or African American","","","","","","$80,001-$100,000","4yearColl","Democrat","","Not very strong","",""
"TK032xv","0","100","94","1","1","4","74","I feel as though it has become increasingly more expensive to afford a decent life in America and wages are not keeping up with that. ","6","5","3","4","4","3","2","5","3","","","32","blue","N/A","man","White","","","","","","","","$120,001-$140,000","4yearColl","Independent","","","","Closer to Democratic"
"VL478ci","0","100","1058","1","1","4","30","I slightly feel left behind on some aspects of life such as economic growth and financial gains. Otherwise, I am always at par with most people in most aspects of life. In terms of my financial status, I may not be such behind but I am yet to achieve some of my financial goals and these make me feel like I am left behind.","6","7","7","7","7","3","5","4","4","","Mixed","29","Blue","","woman","","","","","","","","Other (please specify)","$80,001-$100,000","4yearColl","Republican","","","Strong",""
"QT454qk","0","100","382","1","1","4","40","I feel like it's become increasingly difficult to have a decent quality of life in a working class household. My adult children with full time jobs aren't able to launch easily like I did. There's no stability or company loyalty to say a local factory or industry that you could count on to remain until retirement.","4","3","5","4","4","2","1","3","1","","","51","red","","woman","White","","","","","","","","$20,001-$40,000","GED","Independent","","","","Closer to Republican"
"BE539qw","0","100","189","1","1","4","20","My mother passed away last year and it's been hard on the family.  My dad had open heart surgery two months ago and I couldn't be there as much as I would have liked.  My sister was able to spend more time with him and take care of him.  Living away from family sometimes makes me feel a little left behind on things. ","4","3","5","2","","","","","","","","45","Red","","woman","White","","","","","","","","$60,001-$80,000","GED","Republican","","","Not very strong",""
"RT991gn","0","100","154","1","1","4","42","I feel that our government does not care about regular people and have let things get out of control for cost of living. I have completed college have a decent job and am still just getting by, it feels like it is not possible to get ahead anymore. I feel particularity bad for people who are worse off than me as I do not understand how they are getting by today. ","4","2","1","2","1","5","6","2","5","","","32","blue","","man","White","","","","","","","","$80,001-$100,000","4yearColl","Independent","","","","Closer to Democratic"
"BG178gw","0","100","328","1","1","4","50","I'm not sure what you mean when it comes to ""being left behind."" Being left behind in what sense? In technology, I grew up with constant changes so it's not as startling or giving that feeling of being left behind. In the social sense, sometimes. Mosty because as you get older you don't get as much attention nor do you do the same activities that you did when you were younger. When it comes to money, I think everyone feels left behind. You don't realize how much you need benefits or money outside of normal bills then when you get older. Medical insurance, medical care of all kinds- most definately left behind. I can't afford things I thought I would be able to. Honestly, that is across the board. As you get older, you need more products more services more of everything. It's not less, it's more and the cost of everything does in fact makes me feel left behind. ","7","4","1","1","","7","5","7","7","","","42","black","none","woman","","Hispanic, Latino, or Spanish origin","","","","","","","$140,001-$160,000","4yearColl","Independent","","","","Neither"
"FO016ue","0","100","169","1","1","4","65","I cannot drive, nor can I walk with my left ankle or use my left hand temp for now until I am healed.","4","4","4","4","","","","","","","","31","Teal","","woman","","","","","American Indian or Alaska Native","","","","$0-$20,000","noHS","Independent","","","","Neither"
"WM145bv","0","100","292","1","1","4","40","I guess I have never thought about that question before. I don't feel left behind really because every single person is on their own journey. My journey has taken me all over the spectrum. I have evolved throughout my life and what were milestones for me even just a few years ago are no longer important anymore. I would say the only thing I can think of that would possibly be considered feel left behind is the wealth divide in this country and feeling like I am left to the wolves if I can't pay for healthcare, housing, food, etc. ","2","4","1","1","1","6","6","2","6","","","51","pink","","woman","White","","","","","","","","$40,001-$60,000","2yearColl","Independent","","","","Closer to Democratic"
"AA933nr","0","100","261","1","1","4","41","One area in which I feel left behind is finances. As someone who has a doctorate degree, I feel that I should be holding a high-level position full-time and maximizing my earnings. However, I am only working part-time as an academic administrator to get enough time to take care of my kids. I believe that the position I hold now is not for someone like me. I feel overqualified for my current position.","2","6","2","5","2","5","4","4","4","","","33","Blue","","woman","","","Black or African American","","","","","","$80,001-$100,000","PHD","Democrat","","Strong","",""
"TQ926ak","0","100","380","1","1","4","95","While certain people are getting richer by the minute, especially after the last election, most of us are left in the dirt to fight for survival. I need medical care that i can not afford, despite paying almost a thousand bucks per month for health insurance. I have to make a decision between going to the doctor or buying food. We don't get to have a vacation, we don't get to go out. Education is out of question as well.","6","5","1","1","1","5","1","6","5","","","51","Blue","None, thank you!","woman","White","","","","","","","","$80,001-$100,000","GED","Independent","","","","Neither"
"TT680ei","0","100","1120","1","1","4","35","This was a very vague question so I am not sure exactly how to interpret it. I know that there is enormous discrimination against white men at every level of society, which is certainly intended to ""leave us behind"" in a sense. I have also been rather unsuccessful in life overall, compared to what one might expect from my intelligence and education. On the other hand, the question presented ""advancing"" as the opposite of being ""left behind."" I would certainly say that my life has been improving lately, particularly since I started participating in studies here on Prolific, so I would say I am more ""advancing"" than ""left behind.""","2","2","6","6","6","2","1","5","1","","","39","black","It sometimes sounds funny to refer to myself as right-wing, since I know positions like cracking down on crime and illegal immigration were very popular even with Democrats in the 1990s and were to some degree even implemented under Bill Clinton. However by the standards of the current year, where the extreme left control most of the institutions, I suppose I qualify as far right.","man","White","","","","","","","","$0-$20,000","MA","Republican","","","Not very strong",""
"JB533xn","0","100","361","1","1","4","50","I don’t feel left behind, I don’t really have much opinion on that question. I think that my current low household income level is mainly my and my husband’s own faults plus having to deal with illness and circumstances beyond our control. Very few of my issues are caused by society, except perhaps for unhealthy food and unhealthy living environments that have been caused by greedy companies and greedy government. ","5","5","3","2","4","3","3","3","3","","","32","Red","","woman","White","","","","","","","","$20,001-$40,000","4yearColl","Independent","","","","Closer to Democratic"
"ZW513ae","0","100","341","1","1","4","80","I feel that people who are wealthy are never left behind. I think that people in need are not taken care of as they should and are not respected as much as the wealthy. People in need have to jump through hoops jut to get something as essential as healthcare but wealthy people get it most of the time without paying a dime. It is disgraceful in a country so rich that the poor have to suffer","4","4","1","3","2","1","4","2","","","","60","green","","woman","White","","","","","","","","$40,001-$60,000","2yearColl","Independent","","","","Neither"
"NU162ix","0","100","330","1","1","4","81","I feel left behind because there isn’t much guidance in my life. Since reaching adulthood I been figuring everything out on my on I don’t have people I can get good advice from to help me make decisions. I’m completely winging it out here in this world and praying for the best","4","5","4","1","","","","","","","","30","Blue","","woman","","","Black or African American","","","","","","$0-$20,000","2yearColl","Independent","","","","Neither"
"GB597mp","0","100","175","1","1","4","0","i do not feel left behind as i am able to achieve the basic necessities for myself and also my family and i am so happy i am able to ","5","5","5","5","","1","","1","1","","","44","black","","man","White","","","","","","","","$60,001-$80,000","MA","Republican","","","Strong",""
"NA398fk","0","100","276","1","1","4","63","""Left behind"" to me, is in a sense of not connecting well with others, and not keeping up with the trends. I have always felt ""out of the loop"".","3","3","4","5","3","5","4","3","3","","","43","gold","","woman","","","Black or African American","","","","","","$60,001-$80,000","4yearColl","Democrat","","Not very strong","",""
"MP755no","0","100","174","1","1","4","56","I see many people advancing in all walks of life. I feel stuck in the same city, same job, same everything. ","4","5","2","2","1","5","3","1","6","","","32","black","none","man","","Hispanic, Latino, or Spanish origin","","","","","","","$100,001-$120,000","GED","Democrat","","Strong","",""
"ZH037kq","0","100","242","1","1","4","30","I consider myself in the middle of the pack but where in lagging behind is not educating myself in personal finances while I was younger so now I'm playing catch up to make up for lost time.  ","7","4","6","6","6","3","1","4","3","","","44","Blue","",NA,"","","","Asian","","","","","$140,001-$160,000","MA","Independent","","","","Closer to Republican"
"RD109wb","0","100","221","1","1","4","56","I think in comparison to where I wanted to be form where I am makes me feel left behind and I really shouldn’t. I am successful, I have a beautiful family and home, but I thought I’d be more successful in some ways. For example, I thought I’d get a chance to have another baby or I thought we’d have more money saved or I thought I’d be doing better in my career. I also thought my relationship would be in a better place. I think that part is the hardest. ","1","4","2","1","2","4","5","","2","","","38","Pink","","woman","White","","","","","","","","$100,001-$120,000","4yearColl","Republican","","","Not very strong",""
"FU860qi","0","100","156","1","1","4","100","I think my generation specifically feels left behind because we will never be able to afford a home, we compete with older people with much more experience just for a cashier position at McDonalds, our degrees don’t seem to amount to anything when it comes to getting us a job in our field we went to college for.","3","1","1","1","1","3","1","","7","","","23","Viridian ","","woman","White","","","","","","","","$40,001-$60,000","GED","Independent","","","","Neither"
"SN630vp","0","100","464","1","1","4","50","I would feel excluded when I see that many of my friends have other types of events to attend or simply dont invite me. There I feel that something is happening that motivates me to feel excluded.","5","3","4","5","5","3","3","3","3","","","33","blue","Good Study","man","White","","","","","","","","$40,001-$60,000","4yearColl","Republican","","","Strong",""
"JI806hr","0","100","603","1","1","4","100","I am white and elderly, 69 years old. At this age society has written me off as ""has been"" rather than as a walking library of experience and knowledge as well as wisdom. First, my age makes me unimportant. Secondly, being white puts me at the back of the line for any support that would make my life easier. Thirdly, i am a US citizen! And, that really puts me at the back of the line for any help. When i look at the current state of affairs, local governments defying federal agencies and inciting violence against ICE to harbor illegals. What planet am i on? I look at how little anyone cares about senior citizens and it is shameful. Seniors receive little consideration from politicians and policy. It is sad. Sad, that illegals get more protection, respect and consideration.","3","3","4","5","4","1","1","3","1","","","69","blue","I think this is an interesting survey,","woman","White","","","","","","","","$20,001-$40,000","GED","Independent","","","","Closer to Republican"
"RZ523zm","0","100","273","1","1","4","30","I don't really feel behind but then again I do in certain parts of life but then a then everyone is on a different path in life and a different journey so I understand why they have more than others. I use to sit around and watch their parents give them things such as cars and help they need while mine would never do that. I also watched people buy a house or get an apartment before I could and it just felt unfair because I worked just as hard as they did. ","3","7","4","5","6","5","7","5","2","","","28","electric blue ","","woman","White","","Black or African American","","","","","","$20,001-$40,000","GED","Independent","","","","Closer to Democratic"
"PQ918mo","0","100","1279","1","1","4","20","When I observe how rapidly others advance in terms of technology, employment prospects, and financial security in comparison to me, I occasionally feel left behind.  Some people, for instance, appear to progress in their careers more quickly, earn higher salaries, or have access to networks that support their success.  I also observe that, despite my best efforts, it can be more difficult to keep up with the growing expenses of living and the scarcity of opportunities.  When others have greater resources, support networks, or access to healthcare and education, I occasionally feel socially left behind.  It's not that I'm failing; rather, it's that I feel like I'm falling behind despite my best efforts and perseverance because the pace of progress around me seems to be faster than mine.","4","5","3","2","6","2","3","4","5","","","48","black","","man","White","","","","","","","","$80,001-$100,000","4yearColl","Republican","","","Not very strong",""
"CN208iy","0","100","403","1","1","4","51","There are so many thing I want in future and I feel that I might not be able ton achieve them like others are ","2","2","5","4","2","5","3","3","3","","","21","blue","","man","White","","","","","","","","$40,001-$60,000","4yearColl","Republican","","","Strong",""
"AU575uy","0","100","456","1","1","4","69","I was born between two generations-- right before the internet generation. So I feel like had I only  been born a bit later and have had easy access to so much information and education, I would be in a much better financial situation than I am now. Although I make good money and have saved a lot, lack of financial education has kept me one step behind. I started investing late and missed the boat to own a home with low interest rates. I definitely feel left behind.","4","5","4","2","1","6","5","1","5","","","46","grey","","woman","","","","Asian","","","","","$160,001-$180,000","4yearColl","Independent","","","","Closer to Democratic"
"RT607br","0","100","1238","1","1","4","0","in terms of finances i can say i am not exactly where i want to be at but not really left behind , i had all these big dreams of how things would go for me in a couple of years, and it didn't go as planned, but I'm still living alright but then again, i know it should have been way better for me right now ","6","6","4","6","4","5","4","4","5","","","31","purple","","man","White","","","","","","","","$40,001-$60,000","MA","Republican","","","Not very strong",""
"AL100ck","0","100","446","1","1","4","0","To begin with, I do not feel left behind. What I have are challenges. I suppose within these challenges, there are times that I need to resolve them without any outside assistance. In a manner, I may feel ""left behind"". In fact, I am currently going through one right now where I need to justify certain actions I recently took to other people who are questioning them and are being difficult.","4","3","7","6","6","1","1","1","1","","","69","Green","Thank you for the opportunity.","man","White","","","","","","","","$0-$20,000","2yearColl","Independent","","","","Closer to Republican"
"WM841qg","0","100","725","1","1","4","38","I don't feel left behind.  Nor did I say I did.  I clearly stated I did NOT feel left behind, yet for some dumb reason I have to write 100 characters here.","6","4","1","6","6","7","5","3","6","","","51","Blue","Thanks for puttin ""neither"" as an option.  I do so many of these where they ignorantly make you choose between Dem and Rep when there are other parties and independents.","man","White","","","","","","","","$40,001-$60,000","GED","Independent","","","","Neither"
"FQ207do","0","100","868","1","1","4","4","Sometimes I feel left behind when it comes to how quickly technology and trends change. It seems like others adapt right away, while I need more time to learn and adjust. I also feel this way in my career at times, when I see peers moving ahead faster or achieving milestones I haven’t yet reached. Socially, it can feel like others are more connected or in tune with what’s happening, while I’m still catching up. These moments make me question if I’m moving at the right pace or if I’m missing out on opportunities to grow and keep up.","5","3","3","4","4","4","4","4","4","","","53","Purple","","woman","","","Black or African American","","","","","","$20,001-$40,000","4yearColl","No preference","","","","Closer to Republican"
"GI916ie","0","100","187","1","1","4","20","I don't particularly feel left behind. I've done my best in life to make the right choices and succeed in the ways society and my family expect. ","4","4","7","4","4","4","1","7","4","","","42","blue","","woman","White","","","","","","","","$120,001-$140,000","MA","Independent","","","","Neither"
"WY816yt","0","100","140","1","1","4","89","I do not fit in socially and have different political opinions. I often feel left out of groups and friendships.","4","5","6","5","5","1","","5","2","","","33","Green","","man","White","Hispanic, Latino, or Spanish origin","","","American Indian or Alaska Native","","","","$60,001-$80,000","4yearColl","Independent","","","","Neither"
"PL805ab","0","100","293","1","1","4","30","I don't feel realy left behind. I feel that the social climate in the USA is not as open, nice, and friendly as it was in the 70's and 80's.  ","5","6","7","6","5","2","2","2","2","","","60","blue","ok","man","White","","","","","","","","$60,001-$80,000","MA","Republican","","","Strong",""
"OK919yx","0","100","206","1","1","4","25","Our current government, regardless of what it says, is leaving all of the middle class behind, as well as the classes below it. In fact, there's no rhyme or reason to their approach, other than to make personal money for themselves. Companies are also leaving humanity in general behind, chasing the next great shiny automated object in an effort to increase profit at the expense of people in general. ","2","3","1","1","2","4","6","3","6","","","52","silver","","man","White","","","","","","","","$100,001-$120,000","4yearColl","Independent","","","","Closer to Democratic"
"RG421qg","0","100","412","1","1","4","0","I don't feel left behind but a few times before in the past I have felt this way it is in the career areas in my life I felt as though a few of my family members have gotten far and beyond me when it comes to training and certifications licenses etc....","7","7","1","1","5","5","5","5","5","","","47","Green","Thank you!.","man","","","Black or African American","","","","","","$20,001-$40,000","GED","Independent","","","","Neither"
"SS639ff","0","100","1055","1","1","4","15","I feel society and the education system has often not been built around encouraging creativity, pushing only certain ways of life such as high-discipline careers, university degrees, and so on. The concept of career to define who you are (or at least make you rich) in general is emphasized as the core of fulfillment everyone should be chasing after if they are to be happy. But there are other truths of life I've learned, realizing how much I have buried my right to live a slow life enjoying the simple things, pursuing my creative side even if it is not bringing economic benefit, exploring myself internally instead of just externally to know myself through validation from others. I've always been creative since I was a child, but it wasn't until I turned 30 that I finally decided to let go of my 'career woman' mentality I felt encouraged toward in STEM and to just feel free to find my own way of being productive, self-fulfilled, and contributing to the world, not society's way. I feel left behind by the system in the sense that the system stifles the psychological needs of creativity (open-mindedness, lack of rigidity, play), something that is stomped out of most children from a young age, but for those who maintain their creative mind, they have a tough time making it or being understood.","1","3","4","4","4","4","4","4","3","","","30","yellow","","woman","White","","","","","","","","$20,001-$40,000","4yearColl","Independent","","","","Neither"
"JH524fk","0","100","276","1","1","4","33","I think with technology I am not advancing like I used to. Also a bit with things like cryptocurrency ","1","5","6","6","6","6","7","6","2","","","44","Blue","","man","White","","","","","","","","$180,001-$200,000","MA","Republican","","","Not very strong",""
"KH798mq","0","100","528","1","1","4","0","I'm not left behind, it's just that I have lofty goals. I'm not competing with anyone, I'm creating, so it's not accurate to say that I feel left behind. ","4","4","4","4","4","6","6","6","4","","","61","purple","","man","White","","","","","","","","Over $200,000","4yearColl","Democrat","","Not very strong","",""
"LQ995pc","0","100","251","1","1","4","14","I dont feel extremely left behind but I do notice moments where I feel somewhat outpaced especially in areas like rapid technological changes. I sometimes feel behind in how quickly others adopt these things and theres almost a subtle pressure.","6","5","4","6","7","1","1","1","2","","","37","blue","it was interesting thanks so much","woman","White","","","","","","","","$80,001-$100,000","4yearColl","Republican","","","Strong",""
"PZ184cl","0","100","528","1","1","4","45","I definitely felt left behind in terms of finding a life partner, the love of my life and having a lifetime commitment. I don't even necessarily want to get married, well I do, but I have that idea aside to simply find a good/suitable life partner. It makes me feel so isolated and sad to have been single for 6 years already. I feel defeated and discouraged most days. I also feel behind in finances, wishing I earned more. ","2","3","2","3","3","4","5","5","6","","","41","purple","","woman","","","","Asian","","","","","$80,001-$100,000","MA","Independent","","","","Closer to Democratic"
"YD630gm","0","100","179","1","1","4","19","I don't feel left behind. I feel like I am the one steering the ship and I decide where to go. If that means being off the ""beaten path"" so be it.","3","1","7","7","6","1","1","5","1","","","33","Green","","woman","White","","","","","","","","$20,001-$40,000","GED","Republican","","","Strong",""
"SH466ee","0","100","179","1","1","4","85","Young White men are actively discriminated against and are having our country stolen from us.oue county is run by Zionist Jews who enforce mass migration.","1","1","1","7","7","1","7","1","1","","","34","Green","","man","White","","","","","","","","$40,001-$60,000","4yearColl","Republican","","","Strong",""
"YJ789uu","0","100","528","1","1","4","60","I feel kind of left behind when it comes to inclusion in the government. After the general election where Trump got reelected I feel like America has gone to the extreme right and anybody in the left does'nt have a say in the government.","6","7","2","2","2","3","2","","6","","","51","Purple","","woman","White","","","","","","","","$60,001-$80,000","4yearColl","Independent","","","","Closer to Democratic"
"HX525bi","0","100","260","1","1","4","12","I sometimes feel left behind when it comes to technology and new tools. Things change so fast so it can be hard to keep up with the latest app, software or work processes. ","4","3","3","5","5","4","4","4","4","","","35","Blue","","woman","","","Black or African American","","","","","","$80,001-$100,000","GED","Republican","","","Not very strong",""
"UX556eo","0","100","321","1","1","4","90","Basic things like a living wage, safe housing, and healthy food options are out of reach for someone on disability in the US","1","1","1","7","1","7","3","5","5","","","56","white","","man","White","","","","","","","","$0-$20,000","GED","Independent","","","","Closer to Republican"
"JJ292ry","0","100","189","1","1","4","40","The only way I’d really feel left behind is being bi sexual. I feel like I don’t really completely fit on either side. Judged by people who are lesbian and also not straight. So in that aspect I can feel a bit left behind. ","4","4","2","2","2","6","4","3","6","","","31","Purple ","None","woman","White","","","","","","","","$120,001-$140,000","GED","Independent","","","","Closer to Democratic"
"JO695wv","0","100","3004","1","1","4","45","not really left behind just feel stuck now so I feel it coming over time. I just don't believe in this place anymore so what is the point of working for it. I will just use my energy to get by and not stress too much about the time remaining. It is a crazy world out there","4","5","2","5","3","5","5","5","5","","","28","blue","","man","White","","","","","","","","$40,001-$60,000","PHD","Independent","","","","Neither"
"XD294xa","0","100","265","1","1","4","80","I feel left behind because it is a struggle to pay for the basics with rent and utilities so high. The system is set up where the more you make the easier it is because money can make money with investments and interest. Starting at the bottom makes it almost impossible to get to the top. ","2","2","1","1","2","7","7","5","7","","","49","Green","","man","","Hispanic, Latino, or Spanish origin","","","","","","","$40,001-$60,000","2yearColl","Democrat","","Strong","",""
"RH687ds","0","100","247","1","1","4","43","I don't really. I just don't always feel seen as a female with mental health struggles. I also am aging and some things just don't came as quickly like technology.","3","6","2","1","1","6","7","2","7","","","41","red","no","woman","White","","","","","","","","$100,001-$120,000","GED","Democrat","","Strong","",""
"HI410gn","0","100","205","1","1","4","75","It seems to me that this country has chosen to only support the ""Haves"" while leaving those of us in the ""Have-nots"" group behind. You must be rich to do anything in this country, and participation in any of its processes seems only for those who have the financial means to do so. ","4","5","2","2","2","5","6","4","5","","","44","Blue","","man","White","","","","","","","","$60,001-$80,000","4yearColl","Independent","","","","Closer to Democratic"
"FJ786eu","0","100","360","1","1","4","10","Though I am perfectly comfortable with the progress I have made in my life, I would only point to family-raising as the area where I feel left behind. I started childbearing at a latter part in my life compared to my siblings and friends. I was actually the last to give birth among my peers. Now their children are married and have had grandchildren, but my first is even yet to marry.","6","5","6","7","7","1","2","2","4","","","58","Red","N/A","woman","White","","","","","","","","$120,001-$140,000","PHD","Republican","","","Strong",""
"MS642bk","0","100","719","1","1","4","60","Although I have obtained and accomplished most of my desired goals.I feel like there is still a very small part of life missing. On average I feel like I'm equally compared to people my age, yet there is still much to be desired.","5","6","4","2","2","5","6","3","1","","","66","blue","","woman","","","Black or African American","","","","","","$0-$20,000","2yearColl","Independent","","","","Closer to Democratic"
"NG529eq","0","100","177","1","1","4","40","A number of technical fields are having human skillsets replaced with AI.  This will have a devastating effect in the form of losses of well paid jobs and a further destruction of the upper middle class.","3","5","4","7","6","2","1","6","2","","","54","Blue","","man","White","","","","","","","","$80,001-$100,000","2yearColl","Republican","","","Not very strong",""
"TP386pi","0","100","563","1","1","4","40","I was born here but the issue of racism has made it difficult for me. As a black person I am always careful on what I do, who I talk to and where I go because at some places people assume I am a thief and this kills the morale and makes me feel like I don't belong. I feel left behind because while people from the majority ethnicicty are progressing, all I do is try to survive.","1","7","5","1","5","3","3","4","7","","","43","Black","Thank you so much for the survey.","man","","","Black or African American","","","","","","$40,001-$60,000","2yearColl","Republican","","","Strong",""
"KM917ot","0","100","327","1","1","4","5","If I were left behind in anything, it would be mainly due to my age. Having 5 children and limited income, has set us up, my husband and I, for a scary retirement. We have some retirement, but it would only last a few years. We are forced to keep working, and I am not sure how much longer my husband can work full time","2","1","7","7","7","1","1","3","1","","","66","blue","","woman","White","","","","","","","","$100,001-$120,000","4yearColl","Republican","","","Not very strong",""
"NJ821sr","0","100","297","1","1","4","65","I feel left behind because I already started behind, aka was not born into wealth. But as the income gap grows larger, far more more people are being left behind so I have a lot more company. ","4","3","1","1","1","6","2","2","2","","","40","black","","woman","","","Black or African American","Asian","","","","","$80,001-$100,000","GED","Independent","","","","Closer to Democratic"
