"PID","Status","Progress","Duration..in.seconds.","Finished","consent","lebe_cont_1","elect_exp","elect_change","elect_econ","elect_cult","mob_1","mob_2","mob_3","mob_4","mob_5","mob_6","mob_7","mob_8","check_1","soccon_1","soccon_2","soccon_3","soccon_4","soccon_5","lonely_1","lonely_2","lonely_3","leftbehind_cooley_1","leftbehind_cooley_2","leftbehind_cooley_3","leftbehind_cooley_4","leftbehind_cooley_5","ideo","gender_.99_TEXT","race_8_TEXT","age","check_2","feedback","gender","race_1","race_2","race_3","race_4","race_5","race_6","race_7","race_8","income","edu","party_gen","party_gen_5_TEXT","party_dem","party_rep","party_ind"
"FH526sj","0","100","262","1","1","0","2","3","5","5","1","6","1","5","3","6","1","1","5","5","5","4","6","5","1","2","2","","","","","","5","","","72","black","Thanks!","woman","White","","","","","","","","$20,001-$40,000","2yearColl","Republican","","","Not very strong",""
"LQ610bw","0","100","146","1","1","19","5","6","2","2","7","5","6","6","6","7","7","7","7","2","2","2","6","5","1","1","1","","","","","","2","","","26","Blue","","man","White","","","","","","","","$80,001-$100,000","4yearColl","Democrat","","Strong","",""
"ID108mq","0","100","566","1","1","90","4","5","4","7","5","3","4","3","3","3","5","5","5","5","5","5","3","5","3","3","3","","","","","","5","","","36","white","","man","White","","","","","","","","$0-$20,000","GED","Republican","","","Not very strong",""
"NM615ip","0","100","970","1","1","64","3","5","4","1","3","5","3","4","5","3","3","4","5","2","2","2","6","2","1","1","1","","","","","","2","","","38","orange","","woman","White","","","","","","","","$20,001-$40,000","GED","Democrat","","Strong","",""
"SX462vo","0","100","208","1","1","9","4","4","4","4","5","6","5","5","5","5","3","3","5","2","2","2","6","4","1","1","1","","","","","","4","","","30","Black","","woman","White","","","","","","","","$40,001-$60,000","PHD","Independent","","","","Neither"
"KQ713it","0","100","241","1","1","40","3","2","3","2","5","4","5","4","4","4","5","5","5","4","4","4","5","4","3","2","2","","","","","","2","","","62","blue","","man","White","","","","","","","","$0-$20,000","GED","Democrat","","Not very strong","",""
"GS418hq","0","100","196","1","1","73","3","3","7","5","2","5","2","5","5","5","2","2","5","6","6","6","2","6","3","3","3","","","","","","5","","","53","pink","","woman","White","","","","","","","","Over $200,000","4yearColl","Republican","","","Not very strong",""
"FS008dr","0","100","538","1","1","25","3","4","2","3","5","3","5","4","3","2","4","5","5","4","3","3","5","4","2","2","2","","","","","","2","","","30","blue","","man","White","","","","","","","","$60,001-$80,000","GED","Democrat","","Not very strong","",""
"UX487xh","0","100","478","1","1","10","4","4","4","4","3","5","3","5","5","5","4","3","5","2","2","2","6","2","1","1","1","","","","","","4","","","65","blue","I have no other comments, thank you. Thank you for allowing me to participate in this study. Have a great day and take care!
","woman","White","","","","","","","","$20,001-$40,000","2yearColl","Independent","","","","Neither"
"PL870ce","0","100","216","1","1","10","3","1","1","1","1","7","1","7","7","7","2","1","5","1","1","1","7","2","1","1","2","","","","","","2","","","35","blue","","man","White","","","","","","","","$60,001-$80,000","4yearColl","Democrat","","Strong","",""
"IT583am","0","100","305","1","1","57","4","3","5","5","5","6","5","5","6","6","4","5","5","6","6","6","5","5","3","2","3","","","","","","4","","","49","blue","","woman","","","Black or African American","","","","","","$20,001-$40,000","4yearColl","Independent","","","","Neither"
"VJ773hh","0","100","186","1","1","30","4","4","6","5","2","6","2","6","5","4","2","2","5","2","2","1","6","2","2","2","1","","","","","","5","","","45","blue","","woman","White","","","Asian","","","","","$120,001-$140,000","4yearColl","Independent","","","","Closer to Republican"
"NZ657lk","0","100","737","1","1","20","4","5","2","4","3","6","2","6","5","5","2","2","5","2","2","2","4","2","2","2","2","","","","","","4","","","40","purple","","woman","","","","Asian","","","","","$140,001-$160,000","GED","Independent","","","","Neither"
"KC718fj","0","100","180","1","1","69","3","2","1","1","5","2","4","2","2","4","5","5","5","2","2","2","6","2","1","1","1","","","","","","2","","","32","Pink","","woman","White","","","","","","","","Over $200,000","MA","Democrat","","Strong","",""
"FL606jm","0","100","147","1","1","55","5","3","3","2","5","3","5","3","3","3","5","5","5","5","5","5","3","3","2","2","2","","","","","","2","","","40","Red","","woman","","Hispanic, Latino, or Spanish origin","","","","","","","$40,001-$60,000","4yearColl","Democrat","","Not very strong","",""
"GK008xd","0","100","768","1","1","74","1","3","5","6","5","3","5","5","3","5","5","5","5","5","5","5","3","5","2","2","2","","","","","","5","","","42","yellow","","woman","White","","","","","","","","$100,001-$120,000","4yearColl","Independent","","","","Closer to Republican"
"IH912qk","0","100","1237","1","1","79","3","7","6","7","1","7","1","7","7","7","1","1","5","7","7","5","1","1","1","3","3","","","","","","5","","","42","black","","woman","White","","","","","","","","$60,001-$80,000","4yearColl","Independent","","","","Closer to Republican"
"YG342qq","0","100","153","1","1","39","4","5","6","3","3","5","3","6","5","5","3","3","5","4","4","5","6","3","2","2","2","","","","","","5","","","46","blue","","man","","","","Asian","","","","","$80,001-$100,000","PHD","Republican","","","Not very strong",""
"VX050oy","0","100","299","1","1","34","4","4","3","2","4","4","2","4","5","4","4","2","5","2","2","2","6","2","1","1","1","","","","","","4","","","33","Yellow","","woman","","","Black or African American","","","","","","$40,001-$60,000","GED","Independent","","","","Neither"
"SR715ct","0","100","445","1","1","40","3","5","4","3","3","3","3","5","3","3","3","5","5","3","3","2","5","5","1","1","1","","","","","","3","","","76","green","I think it makes a difference how you feel about being connected by area you live in, rural vs city.  ","woman","White","","","","","","","","$40,001-$60,000","4yearColl","Independent","","","","Closer to Democratic"
"NT531qh","0","100","961","1","1","40","7","7","6","6","1","6","1","7","7","7","5","6","5","2","1","2","6","2","1","2","1","","","","","","6","","","38","Orange","The study was excellent","man","White","","","","","","","","$140,001-$160,000","MA","Republican","","","Strong",""
"AM715az","0","100","116","1","1","35","4","4","4","7","3","5","3","4","4","5","3","3","5","1","1","1","6","1","2","1","1","","","","","","7","","","51","blue","none","woman","White","","","","","","","","$20,001-$40,000","GED","Republican","","","Strong",""
"LE365ct","0","100","287","1","1","33","1","6","3","4","3","5","3","5","5","5","3","3","5","5","2","3","6","5","3","2","2","","","","","","4","","","63","black","thanks","man","White","","","","","","","","$60,001-$80,000","GED","Independent","","","","Closer to Democratic"
"SR754rj","0","100","485","1","1","40","5","6","6","6","2","6","6","6","6","6","6","2","5","2","3","2","6","3","1","1","1","","","","","","6","","","63","Blue","","woman","White","","","","","","","","$0-$20,000","4yearColl","Republican","","","Strong",""
"DS974rb","0","100","217","1","1","50","5","4","6","7","2","6","2","6","6","6","2","2","5","5","5","1","5","5","3","3","2","","","","","","7","","","32","Orange","N/A","woman","White","","","","","","","","$80,001-$100,000","4yearColl","Republican","","","Strong",""
"KH888yf","0","100","904","1","1","0","5","5","4","4","2","2","2","6","4","5","2","2","5","3","1","2","6","1","2","1","1","","","","","","4","","","66","green","","woman","White","","","","","","","","$40,001-$60,000","2yearColl","Independent","","","","Neither"
"ZD507ab","0","100","627","1","1","79","5","6","5","4","3","5","5","5","6","5","3","3","5","2","2","2","6","2","1","1","1","","","","","","2","","","52","blue","","man","White","","","","","","","","$60,001-$80,000","MA","Republican","","","Strong",""
"GL225vt","0","100","311","1","1","60","4","5","3","3","4","3","4","4","3","4","5","5","5","3","3","3","5","3","2","1","1","","","","","","4","","","64","purple","","woman","White","","","","","","","","$0-$20,000","GED","Independent","","","","Closer to Democratic"
"FX364vb","0","100","378","1","1","0","5","4","4","4","1","4","3","7","5","4","3","3","5","2","2","2","6","2","1","1","1","","","","","","4","","","89","Sky Blue","","man","White","","","","","","","","$40,001-$60,000","MA","Independent","","","","Closer to Republican"
"MM684tj","0","100","304","1","1","9","3","2","3","7","3","3","3","5","5","5","3","3","5","3","3","3","6","2","1","1","1","","","","","","5","","","41","pink","","woman","White","","","","","","","","$180,001-$200,000","4yearColl","Independent","","","","Closer to Republican"
"IJ126kw","0","100","343","1","1","0","5","5","3","2","2","3","2","5","2","4","2","2","5","4","3","2","5","5","2","1","2","","","","","","2","","","55","blue","","woman","White","","","","","","","","$60,001-$80,000","PHD","Democrat","","Strong","",""
"UY917rw","0","100","388","1","1","82","2","2","7","7","5","3","5","4","3","3","5","5","5","5","5","5","6","5","3","2","2","","","","","","7","","","62","purple","","woman","White","","","","","","","","$0-$20,000","GED","Republican","","","Strong",""
"UH280oj","0","100","161","1","1","20","4","4","1","1","3","5","3","5","5","5","3","3","5","2","2","2","6","2","1","1","1","","","","","","1","","","52","blue","none","man","White","","","","","","","","Over $200,000","PHD","Democrat","","Strong","",""
"YE860xh","0","100","145","1","1","47","3","4","4","4","2","6","3","4","5","6","5","2","5","6","6","6","6","6","2","2","2","","","","","","4","","","37","Blue","","woman","White","","","","","","","","$0-$20,000","GED","Republican","","","Strong",""
"BO282wm","0","100","270","1","1","25","5","2","2","1","5","2","5","2","3","3","5","6","5","6","6","6","3","6","2","3","3","","","","","","1","","","55","I don't have a favorite color","","woman","","","Black or African American","","","","","","$60,001-$80,000","GED","Democrat","","Strong","",""
"NW796zx","0","100","249","1","1","70","4","3","3","7","5","3","5","3","3","4","5","5","5","3","5","4","6","4","1","2","2","","","","","","6","","","47","Green","","man","White","","","","","","","","$60,001-$80,000","4yearColl","Republican","","","Strong",""
"ID567dv","0","100","328","1","1","30","5","5","4","3","5","5","3","5","5","5","3","5","5","6","6","6","3","6","3","3","3","","","","","","5","","","51","purple","","woman","White","","","","","","","","$60,001-$80,000","GED","Republican","","","Not very strong",""
"YX741to","0","100","113","1","1","0","3","6","4","2","6","1","6","2","1","2","5","5","5","5","6","1","5","1","2","2","2","","","","","","3","","","42","blue","","man","White","","","","","","","","$100,001-$120,000","4yearColl","Democrat","","Strong","",""
"KD071eb","0","100","127","1","1","99","3","2","4","7","7","2","6","2","2","2","6","6","5","6","7","6","2","6","3","3","3","","","","","","4","","","30","green","","woman","White","","","","","","","","$20,001-$40,000","2yearColl","Independent","","","","Neither"
"QL770nc","0","100","177","1","1","75","1","2","5","7","2","7","2","6","6","6","2","2","5","5","6","5","3","5","3","2","2","","","","","","7","","","30","Blue","","man","White","","","","","","","","$60,001-$80,000","GED","Republican","","","Not very strong",""
"QZ769rw","0","100","163","1","1","30","5","6","5","4","3","3","3","3","5","5","3","3","5","3","3","2","5","2","1","1","2","","","","","","3","","","39","Blue","","man","White","","","","","","","","$40,001-$60,000","MA","Independent","","","","Closer to Democratic"
"RE895ls","0","100","241","1","1","11","4","4","7","7","3","5","6","4","4","5","5","6","5","2","1","1","6","1","1","1","1","","","","","","6","","","56","Green","Thank you","man","White","","","","","","","","$120,001-$140,000","MA","Republican","","","Strong",""
"PP603ty","0","100","188","1","1","41","3","5","3","3","2","6","3","6","5","5","3","2","5","3","3","5","5","5","2","2","2","","","","","","4","","","51","black","","woman","White","","","","","","","","$180,001-$200,000","4yearColl","Republican","","","Not very strong",""
"MG069hi","0","100","720","1","1","30","4","4","4","4","4","4","4","4","4","4","4","3","5","2","3","2","5","3","1","1","1","","","","","","5","","","28","Blue","","man","","","Black or African American","","","","","","Over $200,000","4yearColl","Republican","","","Not very strong",""
"OT285ri","0","100","250","1","1","0","3","2","6","4","1","6","1","6","5","5","1","2","5","1","1","1","7","1","1","1","1","","","","","","4","","","63","blue","","woman","White","","","","","","","","$20,001-$40,000","GED","Independent","","","","Neither"
"WD224am","0","100","940","1","1","40","4","6","6","7","4","5","3","2","5","6","3","2","5","2","2","2","6","2","2","2","2","","","","","","4","","","29","blue","This study was well structured.","man","","","Black or African American","","","","","","Over $200,000","PHD","Republican","","","Not very strong",""
"QH696be","0","100","179","1","1","40","1","1","4","4","3","5","3","5","5","3","3","3","5","4","5","3","5","4","2","2","1","","","","","","4","","","27","Green","","man","","","","Asian","","","","","$80,001-$100,000","4yearColl","Independent","","","","Neither"
"LH774iy","0","100","378","1","1","10","4","6","1","2","1","7","1","7","6","6","1","4","5","1","1","1","7","1","1","1","1","","","","","","2","","","37","Purple","","man","White","","","","","","","","$120,001-$140,000","4yearColl","Democrat","","Not very strong","",""
"ER238au","0","100","247","1","1","39","3","3","4","4","1","7","3","5","7","6","3","3","5","3","2","2","6","3","2","1","1","","","","","","4","","","48","Blue","","woman","White","","","","","","","","$20,001-$40,000","GED","Independent","","","","Neither"
"LS680hg","0","100","844","1","1","43","4","3","3","3","3","5","3","6","5","5","3","3","5","6","5","5","3","6","3","2","3","","","","","","5","","","25","Green","","man","","Hispanic, Latino, or Spanish origin","","","","","","","$40,001-$60,000","4yearColl","Republican","","","Not very strong",""
"LC241oe","0","100","217","1","1","70","6","6","5","6","6","2","5","5","4","5","7","6","5","5","5","7","6","3","1","3","3","","","","","","6","","","26","black","no","woman","","","Black or African American","","","","","","$80,001-$100,000","4yearColl","Independent","","","","Neither"
"DN293qg","0","100","409","1","1","19","4","2","6","1","2","2","2","3","3","3","5","5","5","3","2","3","6","3","2","1","2","","","","","","1","","","26","Pink","","woman","White","","","","","","","","$40,001-$60,000","PHD","Republican","","","Strong",""
"ST306hf","0","100","322","1","1","25","1","3","4","2","2","6","2","6","6","6","2","2","5","5","5","5","5","5","2","2","2","","","","","","3","","","56","Blue","None","man","","","Black or African American","","","","","","Over $200,000","MA","Democrat","","Strong","",""
"OJ682zn","0","100","174","1","1","0","5","5","5","7","2","6","2","6","6","6","2","2","5","2","4","2","5","2","1","1","1","","","","","","6","","","50","gray","","man","White","","","Asian","","","","","$120,001-$140,000","GED","Republican","","","Not very strong",""
"ZV872jr","0","100","348","1","1","81","4","5","7","5","5","4","5","6","4","5","4","6","5","5","4","4","4","4","1","2","2","","","","","","5","","","29","pink","Thank you","woman","","","Black or African American","","","","","","$40,001-$60,000","2yearColl","Republican","","","Strong",""
"MV698ob","0","100","436","1","1","60","4","2","2","1","3","6","6","6","6","6","2","3","5","5","2","5","5","5","1","2","2","","","","","","1","","","41","Pink","","woman","","","Black or African American","","","","","","$40,001-$60,000","MA","Independent","","","","Neither"
"IT191on","0","100","201","1","1","20","4","5","5","3","3","5","3","5","5","5","3","3","5","6","6","6","2","7","1","1","1","","","","","","3","","","46","Black","","man","White","","","","","","","","$100,001-$120,000","4yearColl","Independent","","","","Closer to Democratic"
"RF887ms","0","100","1495","1","1","27","5","5","4","3","3","3","5","5","4","5","3","4","5","2","2","2","6","2","1","2","2","","","","","","2","","","43","Blue ","","woman","White","","","","","","","","$60,001-$80,000","2yearColl","Republican","","","Not very strong",""
"UL775cp","0","100","1654","1","1","16","1","4","4","3","1","7","1","7","7","7","1","1","5","1","1","1","5","1","1","1","1","","","","","","5","","","20","Blue","","man","","Hispanic, Latino, or Spanish origin","","","","","","","$120,001-$140,000","GED","Republican","","","Not very strong",""
"AP671yt","0","100","482","1","1","0","2","4","7","6","2","6","2","6","6","6","2","2","5","1","1","1","7","1","1","1","1","","","","","","6","","","74","yellow","I don't really have a 'favorite' color, but yellow is cheerful.","woman","White","","","","","","","","$20,001-$40,000","PHD","Independent","","","","Closer to Republican"
"GH049vj","0","100","224","1","1","60","4","4","2","2","2","3","1","6","5","7","2","2","5","5","3","3","6","4","2","2","2","","","","","","4","","","62","Blue","","man","White","","","","","","","","$160,001-$180,000","MA","Independent","","","","Closer to Democratic"
"BA993js","0","100","409","1","1","20","1","6","2","2","3","5","3","5","5","5","3","3","5","1","1","1","6","3","1","1","1","","","","","","3","","","67","red","","woman","White","","","","","","","","$60,001-$80,000","4yearColl","Independent","","","","Closer to Democratic"
"RC678xz","0","100","776","1","1","61","6","4","4","4","2","5","5","5","5","5","2","5","5","3","5","5","5","5","2","2","2","","","","","","3","","","49","blue","","woman","White","","","","","","","","$60,001-$80,000","2yearColl","Independent","","","","Neither"
"KC079or","0","100","550","1","1","32","1","5","6","5","1","7","5","7","6","6","1","2","1","5","5","4","4","7","3","2","2","","","","","","5","","","55","Green ","","woman","White","","","","","","","","$20,001-$40,000","2yearColl","Republican","","","Not very strong",""
"GA574sy","0","100","605","1","1","61","4","4","6","3","2","6","2","6","6","6","2","2","5","6","6","6","4","5","2","2","3","","","","","","3","","","31","blue","","woman","","","Black or African American","","","","","","$80,001-$100,000","4yearColl","Democrat","","Not very strong","",""
"PN551pp","0","100","1257","1","1","0","3","6","4","4","2","4","6","6","6","5","2","5","5","2","2","3","3","5","1","1","1","","","","","","4","","","37","Blue","","man","","","Black or African American","","","","","","Over $200,000","4yearColl","Independent","","","","Neither"
"DV070ae","0","100","258","1","1","50","5","6","4","3","4","3","3","4","3","5","3","5","5","2","1","1","6","1","1","1","1","","","","","","4","","","27","Blue","","man","","Hispanic, Latino, or Spanish origin","","","","","","","$60,001-$80,000","4yearColl","Independent","","","","Closer to Democratic"
"UA068wi","0","100","265","1","1","83","3","3","3","2","2","5","2","6","5","6","2","1","5","5","4","4","7","5","2","2","2","","","","","","3","","","45","blue","","man","","","Black or African American","","","","","","$0-$20,000","4yearColl","Independent","","","","Closer to Democratic"
"DZ247uh","0","100","398","1","1","22","3","3","6","3","5","5","3","5","3","5","3","5","5","2","2","2","6","2","1","2","2","","","","","","5","","","26","Green","","man","","","Black or African American","","","","","","$120,001-$140,000","4yearColl","Independent","","","","Neither"
"LQ528tb","0","100","204","1","1","80","4","4","2","4","2","5","3","6","6","5","2","3","5","5","5","3","4","4","2","1","2","","","","","","3","","","35","Red","","man","White","","","","","","","","$20,001-$40,000","4yearColl","Democrat","","Not very strong","",""
"YK344gt","0","100","304","1","1","0","2","2","7","6","2","5","3","5","5","5","3","3","5","3","4","4","3","3","2","2","2","","","","","","6","","","43","blue","enjoyed this survey","man","White","","","","","","","","$60,001-$80,000","MA","Republican","","","Strong",""
"VE880fa","0","100","1748","1","1","40","3","3","6","3","5","6","3","2","3","2","5","6","5","3","3","2","5","3","2","2","1","","","","","","5","","","36","blue","","man","","","","Asian","","","","","$80,001-$100,000","PHD","Republican","","","Not very strong",""
"CB063gr","0","100","264","1","1","23","6","5","7","5","2","7","6","7","7","6","1","6","5","7","3","5","5","7","3","2","3","","","","","","6","","","25","Purple","","man","","","Black or African American","","","","","","$40,001-$60,000","4yearColl","Independent","","","","Closer to Republican"
"XQ604hi","0","100","221","1","1","10","1","2","3","7","2","2","2","6","6","6","2","2","5","2","1","2","6","2","1","1","1","","","","","","5","","","57","green","thank you for the study!","man","White","","Black or African American","","","","","","$0-$20,000","4yearColl","Independent","","","","Closer to Republican"
"BW686fo","0","100","182","1","1","45","3","2","1","1","1","5","1","5","5","6","2","1","5","1","2","1","7","1","1","1","1","","","","","","2","","","56","purple","","woman","White","","","","","","","","$80,001-$100,000","4yearColl","Independent","","","","Closer to Democratic"
"ZJ884bu","0","100","489","1","1","2","4","4","4","5","4","5","3","5","5","5","4","6","5","2","2","2","6","2","1","1","1","","","","","","6","","","62","blue","None","woman","White","","","","","","","","$60,001-$80,000","MA","Republican","","","Not very strong",""
"LZ865bz","0","100","1246","1","1","39","3","3","7","7","3","5","2","4","3","5","4","4","5","5","5","3","5","5","3","1","2","","","","","","6","","","76","Green","","man","White","","","","","","","","$20,001-$40,000","4yearColl","Republican","","","Strong",""
"LR581kt","0","100","280","1","1","75","6","5","2","4","4","6","6","6","6","6","6","4","5","6","5","5","5","5","2","2","3","","","","","","4","","","44","blue","","man","White","","","","","","","","$40,001-$60,000","GED","Independent","","","","Neither"
"AA137yt","0","100","300","1","1","20","3","2","2","2","3","6","2","6","6","6","3","3","5","1","1","1","6","4","1","1","1","","","","","","3","","","55","blue","","man","White","","","","","","","","$60,001-$80,000","2yearColl","Independent","","","","Closer to Democratic"
"FZ028ic","0","100","302","1","1","65","4","7","1","1","2","2","3","2","5","2","1","5","5","2","2","2","5","2","2","2","2","","","","","","4","","","44","Black","","woman","White","","","","American Indian or Alaska Native","","","","$20,001-$40,000","GED","Democrat","","Not very strong","",""
"GI759xm","0","100","211","1","1","99","3","3","1","1","5","2","5","3","3","3","5","5","5","7","7","5","6","7","1","3","2","","","","","","1","","","42","blue","","woman","White","","Black or African American","","","","","","$100,001-$120,000","GED","Democrat","","Not very strong","",""
"NS699hh","0","100","180","1","1","60","1","6","1","1","2","6","1","6","6","7","2","2","5","3","4","3","6","4","2","1","1","","","","","","2","","","27","red","","woman","White","","","","","","","","$100,001-$120,000","GED","No preference","","","","Closer to Democratic"
"AK220ll","0","100","162","1","1","33","3","5","3","2","3","5","3","5","5","5","3","3","5","4","4","5","6","6","2","1","2","","","","","","4","","","37","Blue","","woman","White","","","","","","","","$140,001-$160,000","4yearColl","Independent","","","","Neither"
"HJ386cr","0","100","193","1","1","19","6","6","3","3","3","5","3","5","5","5","3","3","5","7","3","4","4","5","3","2","3","","","","","","4","","","51","Black","","man","White","","","","","","","","$140,001-$160,000","2yearColl","Independent","","","","Closer to Democratic"
"QU434hg","0","100","359","1","1","8","3","6","6","6","2","6","2","6","6","6","2","1","5","1","1","1","6","2","1","1","1","","","","","","6","","","66","blue","Thank you for the opportunity to participate in this study.","man","White","","","","","","","","$100,001-$120,000","MA","Republican","","","Strong",""
"SP005np","0","100","356","1","1","20","1","4","1","1","3","5","3","5","5","5","3","3","5","5","4","4","4","4","2","2","2","","","","","","4","","","47","black","","woman","White","","","","","","","","$0-$20,000","GED","Independent","","","","Neither"
"DU822nb","0","100","599","1","1","0","7","7","7","7","2","6","6","6","6","6","2","2","5","2","2","2","6","2","1","1","1","","","","","","6","","","55","purple","","woman","White","","","","","","","","Over $200,000","MA","Republican","","","Strong",""
"KO983fc","0","100","147","1","1","65","4","5","3","6","6","4","4","6","5","5","5","3","5","7","6","6","3","7","3","2","3","","","","","","6","","","37","Blue","Thank you!","man","","Hispanic, Latino, or Spanish origin","","","","","","","$60,001-$80,000","2yearColl","Independent","","","","Closer to Republican"
"VC758la","0","100","216","1","1","13","7","1","4","7","3","5","3","5","5","6","3","3","5","1","1","1","5","1","1","1","1","","","","","","7","","","54","purple","","woman","White","","","","","","","","$80,001-$100,000","4yearColl","Republican","","","Strong",""
"NX493yo","0","100","262","1","1","35","3","5","2","3","5","5","2","3","5","5","5","3","5","2","2","2","6","2","1","2","1","","","","","","3","","","37","Yellow","","woman","White","","","","","","","","$120,001-$140,000","MA","Independent","","","","Closer to Democratic"
"DA534vm","0","100","188","1","1","81","2","3","3","5","5","3","3","3","3","4","4","4","5","3","4","5","6","4","1","1","2","","","","","","4","","","37","green","","man","White","","","","","","","","$100,001-$120,000","4yearColl","Independent","","","","Closer to Republican"
"TE276om","0","100","196","1","1","88","3","5","2","3","2","5","2","5","5","6","2","2","5","6","6","6","3","5","3","3","3","","","","","","4","","","49","Turquoise","None","man","","","Black or African American","","","","","","$0-$20,000","2yearColl","Independent","","","","Neither"
"EL227oc","0","100","141","1","1","10","3","2","7","7","2","5","2","5","5","5","2","2","5","2","2","2","6","2","1","1","1","","","","","","6","","","48","blue","","man","White","","","","","","","","$100,001-$120,000","4yearColl","Republican","","","Strong",""
"CM803ag","0","100","275","1","1","35","3","3","2","4","3","4","3","4","4","5","3","4","5","4","2","1","6","2","2","2","2","","","","","","4","","","34","Blue","","woman","White","","","","","","","","$80,001-$100,000","MA","Independent","","","","Neither"
"CC103af","0","100","193","1","1","84","4","2","1","1","5","4","4","5","4","4","5","3","5","7","6","7","2","7","3","3","3","","","","","","2","","","33","Blue","","man","White","","","","","","","","$40,001-$60,000","2yearColl","Independent","","","","Closer to Democratic"
"HH471ah","0","100","564","1","1","0","1","7","7","7","3","6","3","6","6","5","3","6","5","2","1","1","7","2","2","1","1","","","","","","7","","","20","Pink","","woman","White","","","","","","","","$140,001-$160,000","4yearColl","Republican","","","Strong",""
"LZ187xu","0","100","282","1","1","100","3","4","3","4","4","1","4","4","4","4","4","4","5","7","7","7","1","1","1","1","1","","","","","","4","","","46","burgundy","","man","","","","Asian","","","","","$40,001-$60,000","4yearColl","Independent","","","","Neither"
"JT804gg","0","100","418","1","1","50","2","2","1","6","5","2","5","2","2","2","6","5","5","3","4","4","7","4","3","2","2","","","","","","4","","","54","Crimson","","woman","White","","","","","","","","$40,001-$60,000","2yearColl","Independent","","","","Neither"
"IC149ff","0","100","275","1","1","32","4","5","1","1","4","2","5","3","3","5","4","4","5","6","3","5","4","7","3","3","2","","","","","","4","","","32","Sky blue","","man","White","","","","","","","","$20,001-$40,000","GED","Independent","","","","Neither"
"VT252up","0","100","298","1","1","30","4","7","4","7","2","5","2","5","5","4","2","2","5","4","4","4","4","4","2","2","2","","","","","","4","","","28","blue","","woman","White","","","","","","","","$40,001-$60,000","2yearColl","Independent","","","","Neither"
"XK203xj","0","100","254","1","1","78","6","3","2","2","1","3","1","6","7","7","2","1","5","2","2","2","5","1","1","1","1","","","","","","3","","","42","black","","woman","","","Black or African American","","","","","","$60,001-$80,000","MA","Independent","","","","Closer to Democratic"
"QQ881xn","0","100","144","1","1","30","4","4","5","4","1","6","1","7","7","7","1","2","5","4","2","3","5","3","2","2","2","","","","","","4","","","38","Yellow","","man","White","","","Asian","","","","","$80,001-$100,000","4yearColl","No preference","","","","Closer to Republican"
"LJ503ex","0","100","358","1","1","10","5","2","4","6","2","3","4","3","3","2","2","3","5","1","2","2","6","2","2","1","1","","","","","","6","","","54","blue","","woman","White","","","","","","","","$80,001-$100,000","2yearColl","Republican","","","Not very strong",""
"ES799zd","0","100","106","1","1","80","1","6","2","3","6","2","6","2","2","2","6","6","5","5","5","4","3","5","2","2","2","","","","","","3","","","35","pink","","woman","White","","","","","","","","$60,001-$80,000","4yearColl","Independent","","","","Closer to Democratic"
"SQ661tt","0","100","773","1","1","26","5","1","1","2","3","5","3","5","4","5","4","4","5","3","4","4","4","6","1","2","2","","","","","","2","","","21","brown","","woman","White","","","","","","","","$60,001-$80,000","4yearColl","Democrat","","Not very strong","",""
"XB240hx","0","100","285","1","1","96","1","1","4","3","3","2","5","1","3","2","5","7","5","5","7","7","2","7","3","3","3","","","","","","4","","","48","Purple","","man","White","","","","","","","","$0-$20,000","2yearColl","Independent","","","","Closer to Republican"
"KQ672dc","0","100","675","1","1","82","1","1","1","2","7","6","6","6","6","6","3","3","5","6","6","7","4","6","2","2","2","","","","","","4","","","25","Purple ","","woman","White","","","","","","","","$60,001-$80,000","4yearColl","Independent","","","","Neither"
"RS920wj","0","100","211","1","1","75","3","2","5","3","3","5","3","5","5","6","3","3","5","5","5","5","6","6","1","2","2","","","","","","3","","","27","red","","man","White","","","","","","","","$40,001-$60,000","GED","Independent","","","","Closer to Republican"
"LM176wc","0","100","3429","1","1","81","1","4","6","2","5","3","3","5","4","3","5","5","5","7","7","7","3","6","2","3","3","","","","","","2","","","43","Pink","","woman","","","Black or African American","","","","","","$0-$20,000","GED","Independent","","","","Neither"
"XK309es","0","100","154","1","1","50","3","4","4","5","4","6","5","5","6","5","5","4","5","6","3","6","6","4","1","1","1","","","","","","4","","","45","Blue","","woman","","","","Asian","","","","","$20,001-$40,000","GED","Independent","","","","Closer to Democratic"
"TW056ew","0","100","760","1","1","20","5","5","3","2","2","5","2","6","5","6","2","2","5","3","3","3","6","4","2","1","2","","","","","","6","","","55","Blue","None","man","","","Black or African American","","","","","","Over $200,000","MA","Republican","","","Strong",""
"XZ628wj","0","100","1137","1","1","64","6","5","2","1","2","6","1","6","6","5","1","1","5","2","2","2","6","5","1","1","2","","","","","","2","","","32","Sapphire Blue","","woman","","Hispanic, Latino, or Spanish origin","","","","","","","$80,001-$100,000","4yearColl","Democrat","","Strong","",""
"AU384am","0","100","708","1","1","50","4","6","6","6","4","4","4","4","4","4","4","2","5","3","3","3","5","3","2","2","2","","","","","","6","","","28","Red","","man","White","","","","","","","","$60,001-$80,000","GED","Republican","","","Strong",""
"KV187lj","0","100","986","1","1","41","1","5","4","5","3","6","3","6","6","5","3","3","5","2","2","3","2","3","1","1","1","","","","","","4","","","23","Green","","man","White","","","","","","","","$0-$20,000","GED","No preference","","","","Neither"
